from_id	to_id	weight
30058	4434	1
10901	3195	1
30808	2935	1
5711	4590	1
19294	4688	1
33505	3711	1
24728	3510	1
32527	3510	1
21680	3235	1
19576	2846	1
25164	4197	1
17519	3147	1
13858	3468	1
20899	3840	1
24005	3074	1
10718	4689	1
4742	4048	1
4744	3120	1
10846	3976	1
29109	3165	1
15141	3393	1
5527	2747	1
9670	3148	1
22667	4151	1
30320	3533	1
29436	3685	1
28657	3134	1
33599	3440	1
18223	2917	1
31467	2829	1
6762	4676	1
28860	3972	1
10531	3872	1
29422	3305	1
15870	4114	1
23076	3551	1
24052	3766	1
29311	4134	1
18007	4238	1
10988	2930	1
6794	3395	1
25570	3629	1
14079	2778	1
10799	4581	1
5131	4545	1
8958	3711	1
9078	4539	1
13772	3895	1
15439	4282	1
25752	4197	1
14182	4389	1
10659	3823	1
27032	3824	1
28892	2929	1
15527	3066	1
14709	3594	1
30126	3267	1
31464	3144	1
6914	2839	1
23339	3107	1
18922	3004	1
17463	4581	1
15335	4663	1
10035	3149	1
29140	3281	1
23912	2890	1
29372	3100	1
17705	2922	1
9194	3124	1
24816	4212	1
8173	2695	1
8681	3724	1
21168	4021	1
28265	4530	1
4969	2929	1
14022	4029	1
10216	4519	1
14663	2722	1
28628	3536	1
6599	4697	1
24755	4272	1
26413	3278	1
22664	2889	1
22721	4339	1
15215	3768	1
8985	3854	1
13367	3074	1
14956	3555	1
26532	3520	1
12354	2904	1
5929	2929	1
20489	3727	1
31446	3767	1
27791	3346	1
25183	2904	1
19140	3421	1
10965	2701	1
27649	4277	1
14842	3346	1
17865	3840	1
18468	3522	1
27650	3281	1
9532	3976	1
19092	3995	1
7369	2978	1
8377	4277	1
28053	4639	1
26393	3576	1
7712	3510	1
17078	3366	1
14634	3367	1
32404	4303	1
32682	2899	1
28320	3854	1
6246	2889	1
22110	2956	1
15393	2722	1
28747	3939	1
6429	3241	1
21422	3144	1
25864	3104	1
33201	2945	1
22911	4034	1
6355	3704	1
14012	4161	1
7164	2862	1
31709	2754	1
21293	4293	1
5411	3930	1
18054	3312	1
29050	3525	1
24771	3457	1
20285	3223	1
19587	3329	1
30852	3256	1
32642	3470	1
29465	4473	1
7411	3748	1
28389	3734	1
29525	4185	1
26769	4632	1
16981	3583	1
7690	3560	1
25228	3771	1
28431	4481	1
7329	2931	1
28566	3045	1
9228	4223	1
13719	4226	1
30083	3533	1
17424	3367	1
17570	2830	1
31557	2880	1
19210	4403	1
24865	4631	1
25092	4360	1
15935	3256	1
15001	2754	1
8934	4631	1
11624	3525	1
6571	2758	1
19522	2829	1
35255	3048	1
22328	4393	1
25378	4530	1
14129	4340	1
22842	3132	1
8091	3440	1
14896	2829	1
12449	3242	1
29690	3553	1
15303	4642	1
14272	3305	1
18982	4634	1
17239	3305	1
14543	2904	1
6232	4418	1
29186	4427	1
10989	2834	1
20591	3594	1
15937	3697	1
5196	2889	1
27511	2904	1
23877	4260	1
19834	4169	1
19052	3065	1
24370	4435	1
20533	4021	1
22795	4096	1
31143	4434	1
28339	2904	1
12292	3498	1
30493	3405	1
26364	3125	1
31279	3488	1
34510	3608	1
18590	4545	1
8730	4226	1
14002	4299	1
32127	4401	1
23637	4246	1
32553	3091	1
34486	2897	1
6597	3100	1
15485	3894	1
31659	2701	1
34267	2701	1
5924	2707	1
16192	3127	1
27671	3627	1
22519	3539	1
23645	3107	1
21205	2829	1
5048	3073	1
26821	3302	1
7888	4023	1
30124	3692	1
34145	4631	1
26937	3242	1
27967	4021	1
32985	2922	1
34761	3305	1
15972	3488	1
14125	3488	1
34803	4418	1
34007	4389	1
29035	3258	1
23592	4390	1
13475	3624	1
11113	4655	1
32748	3147	1
16171	3756	1
26755	4272	1
25725	2721	1
18116	4226	1
20560	3957	1
28492	4360	1
15635	3457	1
21141	4445	1
32580	3967	1
23996	4376	1
19740	3986	1
19410	4445	1
13317	3395	1
29437	3748	1
26616	3791	1
24615	3984	1
12868	4690	1
32922	3553	1
21622	2721	1
28211	3498	1
7917	3066	1
30789	4181	1
8366	3228	1
32311	3782	1
12112	2754	1
16699	3246	1
25107	3087	1
16565	2714	1
7160	3717	1
19467	3242	1
16512	3468	1
13630	3964	1
20458	3405	1
16411	2693	1
26183	2771	1
27607	4376	1
7370	3543	1
32431	4572	1
27253	2792	1
17698	4166	1
7797	2856	1
20112	3336	1
8357	4685	1
27024	4164	1
25142	2862	1
20882	4156	1
12067	3970	1
15654	3525	1
16561	4277	1
30857	3059	1
20477	3599	1
23023	4151	1
11772	4082	1
32165	4322	1
14083	4010	1
15697	3984	1
5854	2748	1
23782	3346	1
19321	4051	1
13070	4371	1
26773	3403	1
28251	3517	1
30138	4528	1
24958	3646	1
18010	4353	1
32388	3727	1
31622	3483	1
26836	3110	1
24772	3692	1
23195	3299	1
20725	3191	1
34326	3417	1
14263	2807	1
5520	4593	1
4859	4677	1
26022	2762	1
22719	4058	1
35018	2939	1
15299	3825	1
33941	2964	1
24485	3384	1
9623	3997	1
33995	3927	1
28734	3124	1
5828	3773	1
11517	2813	1
30302	3206	1
22995	4383	1
23027	3705	1
18142	3079	1
5564	2786	1
19650	3204	1
28535	2775	1
32705	3393	1
27729	3001	1
16590	4590	1
35044	2787	1
20035	3100	1
28804	4577	1
24976	4602	1
34660	4590	1
13123	4230	1
22708	4648	1
28082	2822	1
21306	4010	1
17633	3457	1
20027	2707	1
29846	4271	1
30407	4587	1
30774	3351	1
29755	3582	1
9315	3472	1
30951	4703	1
13078	3906	1
20914	2978	1
30950	3305	1
12684	3786	1
6692	4169	1
21117	4627	1
15337	2922	1
30762	4272	1
10850	3551	1
22987	4418	1
15734	3565	1
9868	3276	1
23823	3928	1
22959	3151	1
12738	4482	1
34019	3555	1
6199	4528	1
28143	3302	1
34673	3043	1
15369	3258	1
25447	2726	1
15988	2908	1
28393	3627	1
13018	4475	1
5498	3445	1
21467	3107	1
20565	3195	1
11040	3822	1
5258	2792	1
28047	4011	1
32983	2705	1
10438	2904	1
29714	4273	1
15386	3065	1
23771	3539	1
4848	2987	1
28697	4348	1
10130	3393	1
18771	4497	1
16103	3632	1
19912	3415	1
21379	2792	1
9003	3780	1
6651	2778	1
29478	3470	1
7093	2857	1
18149	4568	1
25944	3653	1
33836	4395	1
17077	3877	1
33681	4418	1
14715	4197	1
30014	3258	1
24021	3972	1
9802	4169	1
17326	3652	1
33109	3722	1
5706	2726	1
31214	4321	1
34467	3532	1
13848	3887	1
9481	3997	1
10148	4602	1
15160	3300	1
16206	4152	1
19104	3512	1
8307	4473	1
10206	3882	1
22860	4472	1
20231	4151	1
8812	4162	1
18399	3684	1
13294	3855	1
18786	4475	1
33294	3955	1
20390	4584	1
28140	2899	1
16169	3194	1
16238	3119	1
6996	4272	1
4967	3346	1
21712	3664	1
6471	3972	1
30768	3550	1
29716	4236	1
27490	3181	1
19172	3293	1
13066	3051	1
5646	3714	1
7056	3043	1
19349	3551	1
25398	3824	1
16325	3144	1
29229	4189	1
13766	3472	1
11318	3269	1
29792	4224	1
13184	3553	1
14033	4409	1
25265	2703	1
22005	2917	1
31090	3539	1
34086	3405	1
20103	4418	1
