from_id	to_id	weight
31995	4555	1
15957	4006	1
14234	2951	1
10023	3154	1
29224	3679	1
10805	3866	1
23059	3728	1
8868	3618	1
10453	3932	1
19507	3354	1
11234	4596	1
16444	3415	1
14664	3943	1
9393	3981	1
26224	3055	1
33609	3362	1
12064	3415	1
23977	2755	1
6893	4303	1
24730	3485	1
34920	4271	1
26341	3069	1
10101	4632	1
25494	3310	1
17604	3630	1
27798	3094	1
34843	3665	1
22725	4096	1
25593	4544	1
32159	3856	1
12453	3321	1
7158	4508	1
28589	3939	1
25286	3174	1
32189	4652	1
28727	2870	1
17605	3862	1
19890	3525	1
25841	4609	1
31902	2820	1
10910	3720	1
32439	4164	1
12794	3409	1
33256	2759	1
6104	3940	1
24256	3903	1
24158	4212	1
17712	3664	1
11069	4133	1
25151	4469	1
22709	3866	1
34809	3335	1
26905	3028	1
14587	4143	1
25463	4568	1
31433	3430	1
10050	3381	1
9259	3467	1
9134	3807	1
20314	3239	1
25683	4001	1
13054	4656	1
18146	3415	1
32282	3880	1
32314	3714	1
5001	3055	1
13644	3365	1
30621	3744	1
33944	3899	1
7018	4070	1
32087	3531	1
14214	3903	1
24798	4478	1
13503	4581	1
31139	3933	1
26392	4311	1
12323	3321	1
23780	3046	1
13890	3842	1
17901	3278	1
16402	2876	1
17741	3291	1
29018	3565	1
6662	4008	1
27574	3373	1
16085	3301	1
8748	4596	1
9688	3790	1
7157	2864	1
32948	4625	1
26037	3517	1
34279	2926	1
18358	3779	1
33114	2951	1
8579	4637	1
9214	3681	1
8570	3228	1
11803	3222	1
12088	4349	1
13375	3724	1
7586	4608	1
18624	4398	1
8380	3111	1
13186	3182	1
18909	4516	1
31987	3737	1
23575	4611	1
9106	3388	1
16368	2997	1
15405	2881	1
35096	2865	1
10635	3401	1
14983	3653	1
24073	3926	1
18051	3064	1
21635	4273	1
5613	3881	1
7823	4290	1
18128	3885	1
17456	3141	1
19141	3691	1
9094	3111	1
6902	4638	1
34674	4182	1
17490	2768	1
34025	4632	1
30577	3078	1
12330	4637	1
28102	4673	1
29214	4012	1
12857	3671	1
13077	3470	1
19785	4019	1
10668	3203	1
21249	4564	1
14939	3638	1
13439	3068	1
29888	2804	1
18881	3213	1
15897	2725	1
27879	3388	1
