from_id	to_id	weight
29621	4255	1
14334	2899	1
8594	4531	1
25058	3752	1
30834	4175	1
18687	3665	1
7433	2733	1
14938	4019	1
8215	4334	1
14492	4436	1
8382	3642	1
28033	2824	1
6889	3294	1
13684	3193	1
20053	3965	1
8728	3246	1
28116	3549	1
18268	3975	1
20911	2809	1
20964	3913	1
21953	4152	1
29387	3056	1
18362	4562	1
7591	2713	1
32469	3754	1
20728	4233	1
25148	3455	1
18646	3437	1
21206	3347	1
30401	4534	1
10508	3579	1
28746	3301	1
7579	4003	1
28909	4150	1
14809	4442	1
22524	3874	1
19134	2934	1
8250	3531	1
6578	3408	1
29732	3221	1
9718	3310	1
14534	2836	1
21661	4432	1
31408	2952	1
23828	3694	1
30341	2717	1
11178	4258	1
27828	4312	1
24396	2696	1
15960	2837	1
28974	4169	1
9108	4110	1
29829	4339	1
23287	4532	1
24801	4350	1
16712	2838	1
8560	3992	1
14361	3621	1
22326	3290	1
18391	3621	1
11385	3969	1
17488	3936	1
9413	3192	1
24864	3367	1
10092	4653	1
18187	3227	1
24045	4139	1
13401	4286	1
9858	3748	1
19873	3016	1
27783	3580	1
15943	4489	1
18085	4493	1
32053	3912	1
14307	4334	1
17088	4239	1
31125	4437	1
9822	3949	1
16279	3425	1
31770	2782	1
33106	3198	1
8284	4534	1
27122	4003	1
24254	4285	1
25394	2987	1
24444	3814	1
10996	3814	1
14776	3418	1
23858	4591	1
33107	3819	1
9909	3621	1
11621	4579	1
27872	3290	1
34546	3607	1
16349	4084	1
22195	4320	1
34620	3696	1
15560	4180	1
5555	4419	1
19040	4686	1
20178	3727	1
17941	3281	1
6213	3255	1
8839	4191	1
21429	3799	1
26696	4339	1
6857	4622	1
20339	3857	1
24548	4644	1
27103	4468	1
25122	3021	1
28295	3176	1
20814	2948	1
29748	4348	1
29453	3980	1
19962	2967	1
9037	4294	1
14318	3342	1
18992	3900	1
15448	3294	1
18734	4184	1
33765	2978	1
25268	2784	1
12921	3463	1
25090	4509	1
10377	3450	1
6400	4468	1
32973	3508	1
27820	4127	1
32804	3017	1
23462	3902	1
20925	4413	1
16166	4395	1
12610	3138	1
25170	3708	1
33881	4373	1
26858	3354	1
18766	3507	1
22418	4660	1
8994	4433	1
16867	3475	1
5617	2989	1
8585	4204	1
33188	3728	1
19862	3221	1
17246	3109	1
26045	3748	1
20354	3962	1
18098	3437	1
14816	3593	1
31651	3639	1
22029	3023	1
11858	3427	1
8178	3629	1
28965	4653	1
31843	4140	1
27721	3149	1
31249	4334	1
12085	3005	1
9810	3214	1
12055	3362	1
26027	4395	1
32460	3694	1
16807	3528	1
21254	3354	1
20377	3508	1
9255	3462	1
7540	4095	1
8071	4200	1
8634	3056	1
14289	4320	1
7155	2922	1
29342	3066	1
27556	3918	1
9472	3184	1
35049	3742	1
13421	4696	1
16031	3604	1
23484	3571	1
17986	3702	1
16469	3794	1
7146	4190	1
25736	3992	1
31178	3193	1
24573	2701	1
22897	4559	1
16412	4215	1
34516	4011	1
15958	4613	1
21863	3667	1
14478	4579	1
19244	3109	1
21904	3872	1
28526	3866	1
20269	4600	1
13232	2749	1
18165	3182	1
20077	4686	1
27675	3238	1
15873	4035	1
18727	3880	1
30423	4175	1
32933	4610	1
31227	2875	1
19565	3249	1
14072	3936	1
8680	3475	1
26892	4600	1
35245	2961	1
26679	2759	1
20233	3141	1
31474	4045	1
26480	2990	1
17097	2773	1
8256	2948	1
8117	3463	1
26368	3890	1
14032	4556	1
7176	4419	1
15005	3559	1
13547	4334	1
21581	4241	1
26261	2710	1
15466	3601	1
32820	3184	1
29859	4199	1
31997	3552	1
16580	3206	1
7286	2871	1
30600	4257	1
9861	4248	1
8614	4589	1
10847	3374	1
29551	4193	1
20570	3889	1
31570	3519	1
33206	2896	1
34021	3414	1
21487	3529	1
21486	3072	1
17093	2988	1
13338	2761	1
29914	4286	1
31228	4457	1
32968	2896	1
5083	3798	1
16557	3033	1
34520	3965	1
20261	3798	1
5199	2874	1
13270	4443	1
7777	2770	1
30152	2877	1
15738	3694	1
29473	4051	1
25144	3659	1
20611	3922	1
20289	2816	1
26460	3206	1
31406	3184	1
20427	3580	1
20081	4391	1
5631	2843	1
34076	3571	1
9577	3782	1
8866	3819	1
16783	4395	1
34867	4155	1
27666	2938	1
35236	3575	1
24894	4404	1
5318	3966	1
31690	3772	1
27598	3533	1
35170	4388	1
7954	3884	1
8290	3487	1
17852	4161	1
22074	3796	1
33046	3497	1
23294	3503	1
12630	3728	1
31754	4286	1
15139	4419	1
8431	4033	1
13239	2783	1
16637	3621	1
17883	3427	1
22704	3429	1
21858	4571	1
20881	2746	1
27506	3342	1
13098	4425	1
18361	4181	1
23789	4222	1
30657	3446	1
32889	3518	1
18714	4597	1
11388	4682	1
17281	4003	1
29154	3872	1
33240	2768	1
12895	3788	1
34162	4111	1
33487	3291	1
21741	3541	1
14071	4404	1
28709	4443	1
33340	3022	1
21570	4005	1
25530	3958	1
31805	3184	1
34992	3438	1
31652	3230	1
7527	2801	1
34168	4434	1
8970	4039	1
7443	3777	1
30769	2738	1
7291	3184	1
9010	3184	1
30510	4075	1
23453	3868	1
32680	3095	1
9697	3021	1
25734	4320	1
7112	3806	1
34091	4172	1
23316	3169	1
13542	3856	1
25128	3230	1
31695	3886	1
13603	3260	1
31900	3270	1
17386	3147	1
16617	2974	1
13487	4442	1
28117	3937	1
21028	2892	1
33404	4487	1
17124	2948	1
30725	4573	1
29139	3733	1
14139	3889	1
25455	4440	1
35120	3475	1
26831	3702	1
18204	3758	1
7273	4349	1
15452	4696	1
8531	3992	1
25462	4192	1
6787	4348	1
9345	3837	1
15899	2983	1
10022	3546	1
23394	2785	1
21704	4009	1
28811	3118	1
34359	3109	1
20511	3702	1
18743	4308	1
20971	3238	1
6061	4291	1
30946	3398	1
27626	4095	1
5680	3667	1
18968	4258	1
6837	3354	1
17070	4469	1
29607	3771	1
28841	3122	1
14057	2955	1
17890	2851	1
30440	3035	1
11886	4480	1
31349	3021	1
29159	3768	1
32604	4107	1
30575	4286	1
25211	2728	1
5499	4309	1
8154	2948	1
10778	3200	1
34878	3056	1
14270	4096	1
35217	3095	1
24189	3934	1
20394	4369	1
17512	2838	1
20100	3958	1
17935	3697	1
20661	3177	1
22470	2968	1
32643	4579	1
12600	3908	1
14775	2923	1
11128	3870	1
7537	3347	1
33713	4589	1
24309	3763	1
8296	4628	1
23404	3478	1
11577	2915	1
6371	4061	1
35275	3514	1
28152	3636	1
7912	3575	1
26186	3515	1
11295	4025	1
13660	4005	1
12163	2922	1
11406	4422	1
28311	4692	1
17507	3683	1
35082	2894	1
5979	4556	1
13596	4035	1
19718	2925	1
23735	3641	1
22958	4661	1
21315	2975	1
17588	4419	1
32531	2948	1
30620	3407	1
16767	3902	1
23122	2903	1
23253	2721	1
33261	4302	1
27289	4484	1
34531	3424	1
24100	3475	1
10844	4450	1
8569	3379	1
5442	4556	1
31486	4145	1
24874	3763	1
31175	2988	1
7209	4098	1
25688	3448	1
17788	4577	1
8704	2768	1
8598	3437	1
26240	3985	1
18490	4455	1
26710	4378	1
18137	2746	1
20654	4432	1
6952	3347	1
24859	3884	1
25310	3127	1
14338	3198	1
16896	4252	1
10388	2975	1
7522	4012	1
28602	4140	1
20195	4043	1
29709	4326	1
26611	2948	1
28975	3454	1
27801	3126	1
10732	3753	1
31470	3251	1
16878	3711	1
12305	3322	1
29216	3252	1
30308	3054	1
31912	3592	1
32164	2878	1
31595	3599	1
11962	4128	1
34722	3848	1
16388	4378	1
26901	3545	1
23648	3912	1
11153	3230	1
18935	3293	1
17238	3847	1
20785	3455	1
12310	3082	1
23078	3992	1
9715	3422	1
34559	4140	1
30860	3998	1
19597	3208	1
31610	3856	1
20519	3448	1
12479	4360	1
23332	3187	1
17449	4684	1
34565	3990	1
9249	3429	1
20335	2881	1
9157	3044	1
19841	4419	1
27143	4007	1
29402	3012	1
5287	3884	1
26797	3199	1
22500	3158	1
14690	3353	1
10771	4140	1
25957	3725	1
25434	2720	1
31084	4267	1
22482	4613	1
26501	3260	1
15151	3998	1
30715	4421	1
24479	2801	1
21321	4098	1
21361	2933	1
10485	4577	1
13116	3940	1
33619	3224	1
19662	2725	1
22680	3621	1
26882	4443	1
21150	3169	1
28912	4686	1
30038	3879	1
5781	3577	1
21683	2838	1
19303	2875	1
32707	4082	1
13135	3533	1
27523	2727	1
11235	2915	1
26987	3761	1
22200	4145	1
22922	2910	1
22839	3748	1
13672	2800	1
30340	4652	1
15724	3437	1
12485	3242	1
28343	3621	1
19222	4428	1
7724	4374	1
19970	3210	1
5874	3936	1
26899	4008	1
14697	4278	1
31259	4395	1
23179	4295	1
29969	3874	1
33223	4128	1
11467	2793	1
6275	3047	1
16393	4286	1
19397	3142	1
22976	3198	1
8690	3982	1
20298	3187	1
10768	3623	1
15252	3772	1
31993	3217	1
13486	2780	1
16830	3033	1
19623	2813	1
7283	3831	1
19287	3420	1
35215	2696	1
35220	4480	1
29682	2701	1
7254	4447	1
20817	3778	1
14249	4172	1
6546	3700	1
24054	3598	1
12579	3781	1
30169	4302	1
11566	4391	1
20476	3902	1
20636	4484	1
8992	4608	1
17189	4404	1
33672	2833	1
21519	3958	1
6328	4391	1
13574	4101	1
25484	4464	1
7469	4378	1
5606	3663	1
25389	2819	1
12869	3570	1
13561	3621	1
25258	3367	1
30325	4428	1
24592	4368	1
25473	4257	1
34390	3352	1
16728	4075	1
24034	4311	1
6940	4576	1
20989	4045	1
16354	3748	1
22901	3279	1
24555	4181	1
23531	3732	1
12349	4666	1
7930	2755	1
4923	4482	1
8387	3544	1
19071	4267	1
17762	3454	1
24587	3020	1
31908	3270	1
22961	3037	1
23682	3221	1
4734	4123	1
24185	3659	1
14205	3579	1
21488	4304	1
10707	4285	1
18270	4035	1
21085	3016	1
30666	4328	1
5793	3571	1
18309	2952	1
13441	3671	1
17531	3048	1
20120	2818	1
15559	3621	1
32925	2693	1
32356	3564	1
16232	4032	1
28073	2727	1
9886	3137	1
5702	4295	1
25850	4185	1
7166	2813	1
16165	3772	1
25185	3326	1
9663	3017	1
15419	3406	1
20346	4363	1
21406	3732	1
32881	2926	1
31648	2883	1
11478	3167	1
21476	2721	1
4965	3353	1
21130	4407	1
18823	4622	1
23726	4672	1
5179	2845	1
27578	3592	1
16378	2698	1
7687	3439	1
8496	4406	1
5976	4426	1
21453	4371	1
13516	4051	1
25371	2813	1
23029	4647	1
26081	4282	1
32489	4233	1
34038	4334	1
16618	4556	1
5074	3761	1
30890	4249	1
14907	3896	1
24609	2989	1
9860	3781	1
34629	3480	1
25937	3441	1
16052	3349	1
18112	3447	1
11194	4359	1
11136	3704	1
28541	3912	1
7953	3767	1
22668	3783	1
20034	2714	1
33494	4016	1
9558	3342	1
20538	3628	1
33865	2927	1
11894	3958	1
29707	4005	1
9654	3425	1
30074	3428	1
23736	4287	1
8244	3084	1
32711	3270	1
29654	3109	1
32683	3276	1
23509	3284	1
31298	4070	1
11083	4571	1
11528	4172	1
25390	3686	1
15536	3628	1
6393	2818	1
5838	3842	1
16683	4595	1
28826	4222	1
10317	3807	1
10137	3977	1
14003	4546	1
14156	3025	1
9947	3676	1
7184	3377	1
29795	2694	1
27454	4644	1
6483	3118	1
18824	3095	1
13437	3848	1
20026	2731	1
7354	3361	1
6997	4190	1
8466	3847	1
34568	3426	1
18540	3105	1
17204	4082	1
16242	4537	1
14924	4537	1
5866	4334	1
13861	4399	1
10410	4618	1
25635	3342	1
10362	3342	1
12742	4438	1
10770	4092	1
35037	3701	1
31394	2881	1
25633	4061	1
31026	3212	1
27125	3980	1
27538	3564	1
21368	4267	1
6171	4181	1
31009	4643	1
7049	3479	1
14233	4425	1
21657	3354	1
17484	3598	1
21228	4562	1
11145	3223	1
11423	2694	1
30940	4600	1
25777	4557	1
22924	4557	1
17783	4408	1
7859	3217	1
6357	2780	1
15843	3313	1
8349	3940	1
14016	4621	1
13287	4238	1
27369	4644	1
26799	3760	1
5996	2781	1
24120	4163	1
