from_id	to_id	weight
28835	3233	1
28835	4952	1
14500	5251	1
14963	6030	1
27710	10549	1
27710	501	1
27711	14445	1
27711	129	1
27716	9403	1
27716	9404	1
27719	14260	1
27719	2833	1
27722	1674	1
27722	1758	1
27722	8773	1
27724	1758	1
27724	8773	1
27724	13601	1
27727	5306	1
27727	6462	1
27727	6594	1
27729	13502	1
27729	408	1
27729	514	1
27729	515	1
27743	9726	1
27743	9727	1
27743	9728	1
27743	537	1
27746	9717	1
27746	542	1
27753	8776	1
27753	13510	1
27753	13606	1
27758	9329	1
27758	9330	1
27758	9504	1
27758	559	1
27759	12641	1
27759	12642	1
27759	12644	1
27759	560	1
27764	4014	1
27764	505	1
27764	570	1
27765	4014	1
27765	505	1
27765	570	1
27771	9219	1
27771	12519	1
27782	595	1
27782	596	1
27787	14243	1
27787	601	1
27797	2056	1
27797	615	1
27798	13761	1
27798	617	1
27800	13435	1
27800	10311	1
27800	11702	1
27801	5506	1
27801	5507	1
27801	10557	1
27804	8613	1
27804	624	1
27805	14367	1
27805	6738	1
27805	9328	1
27805	12843	1
27805	625	1
27805	626	1
27806	8613	1
27806	624	1
27807	12661	1
27807	12839	1
27807	1672	1
27808	3756	1
27808	5586	1
27808	107	1
27808	627	1
27809	5952	1
27809	7092	1
27809	9751	1
27813	13896	1
27813	633	1
27813	634	1
27813	635	1
27815	2740	1
27815	3592	1
27833	5877	1
27833	13308	1
27833	13821	1
27842	14295	1
27842	6064	1
27842	9328	1
27842	9586	1
27860	14318	1
27860	706	1
27862	12707	1
27862	709	1
27862	712	1
27865	10549	1
27865	716	1
27868	9724	1
27868	9739	1
27868	9740	1
27868	9770	1
27870	5563	1
27870	719	1
27873	3569	1
27873	4057	1
27873	4058	1
27873	721	1
27876	12886	1
27876	3300	1
27876	3311	1
27876	5244	1
27878	3104	1
27878	9532	1
27878	11740	1
27878	724	1
27878	725	1
27879	3104	1
27879	9532	1
27879	724	1
27879	725	1
27884	10377	1
27890	4267	1
27890	4270	1
27894	13767	1
27894	733	1
27901	9426	1
27902	9426	1
27904	8549	1
27904	740	1
27905	741	1
27905	742	1
27908	9783	1
27908	745	1
27910	12987	1
27910	747	1
27912	13820	1
27912	750	1
27912	751	1
27916	5877	1
27916	754	1
27916	755	1
27918	4494	1
27919	2823	1
27919	4494	1
27923	3451	1
27923	12602	1
27923	12738	1
27923	758	1
27923	759	1
27924	4541	1
27924	528	1
27924	760	1
27924	761	1
27925	4569	1
27925	6061	1
27925	14350	1
27925	548	1
27937	5877	1
27937	754	1
27937	755	1
27939	585	1
27939	769	1
27941	5877	1
27941	771	1
27944	14268	1
27951	13099	1
27951	626	1
27951	780	1
27951	782	1
27951	783	1
27956	9346	1
27956	787	1
27957	9599	1
27957	9600	1
27971	4057	1
27971	4058	1
27971	9750	1
27971	721	1
27971	807	1
27971	808	1
27971	809	1
27978	12310	1
27978	10267	1
27979	2999	1
27979	814	1
27980	9329	1
27980	9330	1
27980	9504	1
27980	815	1
27981	3300	1
27981	3464	1
27981	509	1
27983	4307	1
27983	5379	1
27983	498	1
27983	541	1
27983	818	1
27983	819	1
27984	11700	1
27984	4057	1
27984	4058	1
27984	8201	1
27984	9750	1
27984	807	1
27984	808	1
27984	820	1
27985	4014	1
27985	818	1
27986	8634	1
27986	821	1
27987	12839	1
27987	5036	1
27987	822	1
27988	13857	1
27988	581	1
27988	824	1
27990	6190	1
27991	5321	1
27991	5355	1
27991	13132	1
27991	723	1
27991	826	1
27993	2254	1
27993	828	1
27994	2254	1
27994	13628	1
27994	828	1
27994	829	1
27996	2242	1
27996	9629	1
27996	9630	1
27996	830	1
28003	5636	1
28003	13248	1
28003	14210	1
28003	840	1
28004	13787	1
28004	13788	1
28004	13789	1
28004	841	1
28004	842	1
28007	12734	1
28007	9772	1
28007	9773	1
28007	9775	1
28009	12271	1
28009	12734	1
28009	9772	1
28009	12815	1
28009	13097	1
28009	662	1
28011	14318	1
28011	1505	1
28011	13401	1
28017	9453	1
28017	9552	1
28017	9621	1
28027	1674	1
28027	1758	1
28027	855	1
28030	4460	1
28030	9761	1
28040	14216	1
28040	37	1
28041	13720	1
28041	500	1
28041	862	1
28042	9555	1
28042	9556	1
28042	634	1
28050	876	1
28056	14260	1
28056	882	1
28060	9330	1
28060	13024	1
28060	887	1
28070	9400	1
28070	9401	1
28070	13142	1
28070	898	1
28070	899	1
28076	8150	1
28076	905	1
28078	4796	1
28078	5410	1
28078	907	1
28081	11659	1
28081	13720	1
28081	500	1
28081	913	1
28082	498	1
28082	914	1
28088	8106	1
28088	918	1
28088	919	1
28091	9328	1
28091	10735	1
28091	907	1
28091	921	1
28094	12662	1
28094	12702	1
28094	1275	1
28094	13693	1
28096	9783	1
28096	924	1
28102	9441	1
28102	9636	1
28102	13074	1
28102	928	1
28115	9402	1
28115	137	1
28118	3526	1
28118	719	1
28128	9475	1
28128	592	1
28131	1657	1
28131	14216	1
28131	95	1
28145	13857	1
28145	14194	1
28145	581	1
28158	5401	1
28158	9358	1
28158	9359	1
28158	964	1
28159	8509	1
28159	9621	1
28159	965	1
28160	585	1
28164	8365	1
28164	9826	1
28164	968	1
