from_id	to_id	weight
27425	2450	1
27425	2451	1
27425	2452	1
27425	2453	1
27425	2454	1
27426	2461	1
27426	2462	1
27426	2463	1
27426	2464	1
27432	1735	1
27432	1754	1
27432	2489	1
27432	2490	1
27432	2491	1
27432	2494	1
27432	2497	1
27435	2508	1
27435	2522	1
27435	2528	1
27446	2646	1
27446	2648	1
27446	2657	1
27446	2658	1
27446	2659	1
27454	2717	1
27454	2719	1
27456	2731	1
27456	2732	1
27459	2739	1
27459	2743	1
27460	2750	1
27460	2752	1
27463	2769	1
27463	2770	1
27463	2771	1
27464	2772	1
27464	2774	1
27464	2776	1
27464	2777	1
27464	2778	1
27464	2780	1
27464	2782	1
27464	2783	1
27464	2784	1
27464	2785	1
27464	2786	1
27464	2787	1
27464	2788	1
27464	2789	1
27464	2790	1
27464	2791	1
27464	2792	1
27464	2795	1
27464	2796	1
27464	2797	1
27465	2772	1
27465	2774	1
27465	2776	1
27465	2777	1
27465	2782	1
27465	2783	1
27465	2785	1
27465	2786	1
27465	2787	1
27465	2788	1
27465	2790	1
27465	2791	1
27465	2795	1
27465	2801	1
27465	2804	1
27465	2807	1
27465	2809	1
27465	2810	1
27467	2816	1
27477	2872	1
27477	2873	1
27479	14082	1
27479	2896	1
27483	2909	1
27484	2804	1
27484	2909	1
27487	2919	1
27487	2920	1
27488	2919	1
27488	2920	1
27490	2924	1
27490	2927	1
27490	2928	1
27491	2924	1
27491	2931	1
27495	2941	1
27495	2942	1
27497	2790	1
27497	2968	1
27510	3053	1
27510	3055	1
27510	3057	1
27511	3043	1
27511	3059	1
27511	3060	1
27511	3061	1
27521	2661	1
27521	3095	1
27525	2463	1
27525	3110	1
27526	12158	1
27526	2821	1
27526	3117	1
27531	6867	1
27531	3136	1
27532	13257	1
27532	3051	1
27532	3137	1
27533	3138	1
27533	3141	1
27546	2484	1
27546	3100	1
27550	3149	1
27550	3151	1
27550	3190	1
27550	3191	1
27550	3192	1
27550	3194	1
27550	3197	1
27550	3199	1
27550	3200	1
27550	3201	1
27550	3202	1
27552	3149	1
27552	3151	1
27552	3192	1
27555	2821	1
27555	3216	1
27560	12836	1
27560	3218	1
27560	3219	1
27561	3220	1
27561	3221	1
27561	3222	1
27561	3223	1
27565	3238	1
27565	3239	1
27565	3240	1
27566	3175	1
27566	3241	1
27566	3242	1
27567	2926	1
27567	3243	1
27567	3244	1
27567	3245	1
27570	2532	1
27570	2536	1
27570	3255	1
27570	3256	1
27570	3258	1
27571	3260	1
27571	3261	1
27571	3262	1
27579	1735	1
27579	1754	1
27579	2490	1
27579	2491	1
27579	2494	1
27580	3302	1
27583	2883	1
27583	3312	1
27587	3316	1
27587	3317	1
27588	3318	1
27591	2834	1
27591	3337	1
27601	3366	1
27603	3372	1
27603	3373	1
27603	3374	1
27626	12156	1
27629	12156	1
27629	12158	1
27629	3460	1
27630	12156	1
27630	12158	1
27631	12156	1
27631	12158	1
27632	12156	1
27632	12158	1
27634	12156	1
27634	12158	1
27634	3462	1
27636	13253	1
27636	3467	1
27636	3468	1
27641	2893	1
27641	3499	1
27641	3500	1
27641	3502	1
27648	3539	1
27648	3541	1
27648	3542	1
27648	3544	1
27652	3136	1
27652	3555	1
27663	1707	1
27663	2884	1
27664	3628	1
27675	3187	1
27675	3673	1
27684	3709	1
27684	3710	1
27685	12355	1
27686	12310	1
27686	12355	1
27689	3595	1
27689	3715	1
27689	3716	1
27689	3717	1
27689	3718	1
27695	1775	1
27695	3732	1
27730	3769	1
27730	3770	1
27730	3771	1
27799	2927	1
27799	3776	1
27799	3777	1
27799	3779	1
28008	3800	1
28008	3801	1
28008	3802	1
28125	2737	1
28125	3814	1
28125	3816	1
28125	3817	1
28125	3818	1
28125	3819	1
28125	3820	1
28125	3821	1
28224	2531	1
28224	3836	1
28406	2478	1
28406	3859	1
28406	3860	1
28406	3862	1
28477	12310	1
28477	12311	1
28477	12355	1
28477	12357	1
28477	3880	1
28477	3881	1
28477	3882	1
28483	1749	1
28483	3893	1
28483	3894	1
28490	3456	1
28490	3912	1
28490	3913	1
28507	3973	1
28507	3974	1
28507	3976	1
28510	3947	1
28510	4001	1
28510	4002	1
28510	4003	1
28515	4010	1
28515	4011	1
28522	4029	1
28528	3115	1
28528	4047	1
28528	4048	1
28532	12158	1
28532	4059	1
28545	3330	1
28545	3809	1
28545	4067	1
28545	4068	1
28545	4069	1
28546	3876	1
28546	4028	1
28546	4070	1
28547	4077	1
28547	4079	1
28547	4080	1
28569	4135	1
28569	4260	1
28573	4267	1
28573	4268	1
28573	4269	1
28574	4267	1
28574	4268	1
28574	4269	1
28575	4029	1
28575	4271	1
28575	4272	1
28575	4274	1
28575	4275	1
28575	4276	1
28575	4277	1
28577	4280	1
28577	4281	1
28578	4282	1
28579	4280	1
28579	4281	1
28579	4283	1
28585	3456	1
28585	4287	1
28589	2766	1
28589	4291	1
28594	4305	1
28594	4306	1
28594	4307	1
28600	3051	1
28600	3059	1
28600	3060	1
28600	3061	1
28610	3862	1
28610	4447	1
28610	4450	1
28610	4451	1
28612	3415	1
28612	4455	1
28617	3051	1
28617	4459	1
28624	3343	1
28624	4478	1
28626	4485	1
28626	4486	1
28626	4487	1
28641	12475	1
28641	4514	1
28641	4515	1
28641	4516	1
28641	4517	1
28644	4524	1
28644	4531	1
28644	4535	1
28644	4536	1
28650	4521	1
28650	4546	1
28654	13110	1
28654	12161	1
28654	4552	1
28654	4553	1
28659	4560	1
28659	4561	1
28663	3416	1
28663	4564	1
28664	2752	1
28664	4571	1
28669	3813	1
28669	4704	1
28669	4711	1
28670	4738	1
28677	2575	1
28677	4782	1
28684	2851	1
28684	4798	1
28684	4805	1
28692	2463	1
28692	3061	1
28692	4822	1
28692	4823	1
28697	3304	1
28697	4841	1
28697	4845	1
28697	4847	1
28697	4849	1
28697	4850	1
28697	4851	1
28702	3456	1
28702	3913	1
28702	4862	1
28702	4863	1
28702	4864	1
28707	10402	1
28707	12270	1
28707	4883	1
28709	12261	1
28709	4885	1
28720	3136	1
28720	3555	1
28720	4909	1
28720	4910	1
28724	4922	1
28736	3163	1
28736	3279	1
28738	2860	1
28738	3767	1
28738	4939	1
28742	12158	1
28742	4949	1
28752	3206	1
28752	4027	1
28759	4973	1
28759	4974	1
28759	4975	1
28762	3277	1
28762	4980	1
28762	4981	1
28769	3264	1
28769	4993	1
28770	4756	1
28771	4756	1
28771	4997	1
28774	2512	1
28774	3277	1
28774	5013	1
28781	12158	1
28781	5033	1
28782	12158	1
28782	5033	1
28783	287	1
28783	5034	1
28787	12320	1
28787	3163	1
28791	14082	1
28791	3835	1
28791	5041	1
28791	5058	1
28796	12836	1
28796	5067	1
28799	1490	1
28799	5074	1
28799	5075	1
28802	5091	1
28802	5093	1
28802	5094	1
28802	5095	1
28805	12836	1
28805	5102	1
28806	5108	1
28807	5113	1
28807	5115	1
28807	5116	1
28814	4267	1
28814	4268	1
28814	4269	1
28820	5131	1
28825	5138	1
28825	5139	1
28828	3528	1
28828	5144	1
28828	5145	1
28829	5146	1
28829	5147	1
28830	4651	1
28830	5148	1
28830	5151	1
28830	5152	1
28830	5153	1
28832	6403	1
28832	4531	1
28832	5171	1
28833	6403	1
28833	4531	1
28833	5171	1
28834	4138	1
28834	5177	1
28834	5178	1
28834	5179	1
28834	5180	1
28834	5181	1
28834	5182	1
28840	4495	1
28840	5188	1
28840	5189	1
28840	5190	1
28840	5191	1
28841	4561	1
28848	3515	1
28848	5207	1
28848	5208	1
28848	5209	1
14483	12475	1
14483	4515	1
14486	12898	1
14486	5223	1
14502	2748	1
14502	3175	1
14502	3334	1
14502	4870	1
14506	3797	1
14506	5255	1
14506	5256	1
14507	2689	1
14507	5259	1
14511	11748	1
14511	3518	1
14511	5267	1
14511	5268	1
14512	5267	1
14512	5269	1
14512	5270	1
14520	3154	1
14520	5295	1
14520	5296	1
14545	5342	1
14546	5342	1
14550	4871	1
14550	5350	1
14556	2110	1
14556	4524	1
14556	5361	1
14556	5362	1
14571	2332	1
14571	3453	1
14571	5383	1
14571	5384	1
14582	12357	1
14582	13081	1
14582	2834	1
14582	5405	1
14584	2873	1
14584	5411	1
14588	12177	1
14588	5416	1
14595	2821	1
14595	3601	1
14595	4296	1
14595	5433	1
14595	5434	1
14595	5435	1
14603	12357	1
14603	3882	1
14609	5445	1
14609	5446	1
14614	3468	1
14614	5454	1
14618	2782	1
14618	2784	1
14618	2788	1
14618	2790	1
14619	3348	1
14619	5041	1
14619	5458	1
14620	2462	1
14620	2464	1
14620	5459	1
14620	5460	1
14624	3333	1
14624	3334	1
14624	5465	1
14624	5466	1
14627	2689	1
14627	5335	1
14627	5469	1
14627	5470	1
14629	12475	1
14629	4516	1
14629	5471	1
14631	3104	1
14631	4135	1
14631	5241	1
14631	5472	1
14631	5473	1
14631	5474	1
14631	5475	1
14631	5476	1
14631	5479	1
14634	3061	1
14634	5485	1
14634	5486	1
14634	5487	1
14635	5488	1
14635	5489	1
14639	1649	1
14639	5498	1
14639	5499	1
14639	5500	1
14639	5501	1
14639	5502	1
14644	4942	1
14644	4943	1
14644	5512	1
14645	3633	1
14645	5514	1
14645	5515	1
14646	5518	1
14646	5519	1
14646	5520	1
14648	1691	1
14648	2684	1
14649	5524	1
14654	5533	1
14654	5534	1
14668	2474	1
14668	3858	1
14668	4013	1
14668	5057	1
14668	5555	1
14668	5556	1
14672	3175	1
14672	5561	1
14674	5565	1
14681	2698	1
14681	5576	1
14688	4328	1
14688	5585	1
14696	3326	1
14696	5592	1
14697	3061	1
14697	5486	1
14697	5487	1
14700	12156	1
14700	12158	1
14700	4059	1
14703	2512	1
14703	5602	1
14703	5603	1
14706	2576	1
14706	5062	1
14707	2576	1
14707	5062	1
14713	3175	1
14713	3241	1
14713	3885	1
14713	5615	1
14713	5616	1
14713	5617	1
14716	5625	1
14717	2238	1
14717	5625	1
14717	5626	1
14718	2473	1
14718	5622	1
14718	5623	1
14718	5624	1
14718	5625	1
14718	5627	1
14718	5628	1
14735	4138	1
14735	5177	1
14735	5178	1
14735	5645	1
14735	5646	1
14735	5647	1
14735	5648	1
14735	5649	1
14735	5650	1
14735	5651	1
14735	5652	1
14735	5653	1
14736	12261	1
14736	5654	1
14741	2110	1
14741	5667	1
14741	5668	1
14741	5669	1
14741	5670	1
14744	3635	1
14744	5672	1
14766	5697	1
14768	4328	1
14768	5705	1
14768	5706	1
14770	3209	1
14770	3211	1
14771	3209	1
14771	5708	1
14778	3722	1
14778	3726	1
14783	2706	1
14783	5727	1
14783	5728	1
14784	2532	1
14784	2533	1
14784	2536	1
14784	3258	1
14784	5729	1
14784	5730	1
14784	5731	1
14793	2924	1
14793	2930	1
14793	2936	1
14795	2930	1
14795	2931	1
14795	5750	1
14795	5751	1
14798	12549	1
14798	5752	1
14801	3862	1
14801	4450	1
14802	12261	1
14802	5759	1
14803	1817	1
14803	5761	1
14803	5762	1
14808	3239	1
14808	3240	1
14808	5777	1
14823	2730	1
14823	4115	1
14823	4984	1
14823	5788	1
14823	5789	1
14823	5790	1
14823	5791	1
14823	5792	1
14825	2464	1
14825	2671	1
14825	3780	1
14825	5523	1
14825	5793	1
14825	5794	1
14831	2791	1
14832	2791	1
14833	2790	1
14833	2791	1
14846	12261	1
14846	5039	1
14846	5810	1
14849	5821	1
14851	2462	1
14851	5459	1
14851	5829	1
14851	5830	1
14854	3209	1
14854	5842	1
14857	4473	1
14857	5845	1
14859	2924	1
14859	2935	1
14860	2924	1
14860	2935	1
14860	5847	1
14861	3275	1
14861	5850	1
14862	2924	1
14862	2930	1
14862	2936	1
14862	5852	1
14863	2018	1
14863	2754	1
14863	5821	1
14863	5853	1
14871	5776	1
14871	5865	1
14876	2464	1
14876	3780	1
14876	5523	1
14885	12370	1
14885	5885	1
14885	5886	1
14888	2766	1
14888	5898	1
14893	3034	1
14893	5910	1
14901	3791	1
14901	5528	1
14901	5918	1
14901	5919	1
14901	5920	1
14905	1997	1
14905	3398	1
14905	5934	1
14908	12261	1
14908	5942	1
14917	5298	1
14933	4495	1
14933	5190	1
14933	5191	1
14933	5972	1
14933	5973	1
14934	3388	1
14934	3469	1
14934	5975	1
14935	5448	1
14935	5976	1
14935	5977	1
14937	3144	1
14937	3862	1
14937	4450	1
14937	5985	1
14940	4244	1
14940	5987	1
14947	4917	1
14947	6003	1
14957	2744	1
14957	3326	1
14957	5430	1
14959	1966	1
14959	2834	1
14959	3337	1
14960	1966	1
14960	2834	1
14960	6028	1
14960	6029	1
14964	12167	1
14964	14322	1
14964	3583	1
14964	6035	1
14965	3767	1
14965	5072	1
14966	12156	1
14966	12158	1
14966	4524	1
14966	4535	1
14966	5385	1
14967	1527	1
14967	3518	1
14968	11748	1
14968	3518	1
14968	5267	1
14968	5268	1
14970	5533	1
14970	5534	1
14970	6037	1
14973	1471	1
14973	5014	1
14973	6040	1
14973	6041	1
14973	6042	1
14973	6043	1
14973	6044	1
14975	4135	1
14975	5488	1
14975	6048	1
14975	6049	1
14975	6051	1
15017	4023	1
15017	5938	1
27708	9772	1
27708	13165	1
27708	495	1
27708	496	1
27708	497	1
27709	13502	1
27709	10381	1
27709	62	1
27715	505	1
27715	506	1
27728	3017	1
27728	24	1
27731	8122	1
27731	520	1
27748	544	1
27748	545	1
27749	13729	1
27749	544	1
27749	545	1
27749	546	1
27750	7089	1
27750	13015	1
27752	12578	1
27752	12778	1
27752	549	1
27752	550	1
27752	551	1
27766	12961	1
27766	571	1
27769	2611	1
27769	573	1
27772	8155	1
27772	8248	1
27772	9234	1
27772	9647	1
27772	576	1
27778	1961	1
27778	9621	1
27778	590	1
27792	14318	1
27792	608	1
27793	12310	1
27793	12311	1
27793	12355	1
27793	12357	1
27793	3882	1
27793	5419	1
27793	10266	1
27793	609	1
27793	610	1
27795	5877	1
27795	612	1
27796	1827	1
27796	1888	1
27796	13136	1
27796	613	1
27810	3957	1
27810	10527	1
27810	628	1
27811	630	1
27811	631	1
27812	632	1
27823	8364	1
27823	8365	1
27826	13853	1
27826	422	1
27826	657	1
27826	658	1
27829	12961	1
27829	664	1
27835	9383	1
27835	14423	1
27835	675	1
27835	676	1
27836	12493	1
27836	216	1
27836	677	1
27837	678	1
27837	679	1
27840	9739	1
27840	9740	1
27840	9742	1
27840	682	1
27841	10671	1
27841	683	1
27841	684	1
27846	9389	1
27846	13512	1
27846	13577	1
27848	692	1
27848	693	1
27848	694	1
27849	3237	1
27849	695	1
27849	696	1
27851	3136	1
27851	3555	1
27853	6238	1
27853	698	1
27854	580	1
27854	581	1
27854	699	1
27854	700	1
27854	701	1
27855	12978	1
27855	8400	1
27855	702	1
27857	9450	1
27857	69	1
27857	550	1
27857	551	1
27863	5797	1
27863	8293	1
27863	713	1
27866	14318	1
27866	3835	1
27866	13045	1
27866	717	1
27867	14318	1
27867	3835	1
27867	13045	1
27867	717	1
27869	3136	1
27869	718	1
27891	9348	1
27891	9497	1
27891	14203	1
27899	12899	1
27899	9833	1
27899	453	1
27900	1102	1
27900	3834	1
27900	3835	1
27900	13274	1
27906	1717	1
27906	9205	1
27906	14331	1
27906	743	1
27907	3835	1
27907	13663	1
27907	744	1
27913	2240	1
27913	8613	1
27913	10689	1
27913	12832	1
27913	752	1
27922	9449	1
27929	3237	1
27929	765	1
27929	766	1
27932	8139	1
27932	8374	1
27933	8195	1
27933	8196	1
27942	4115	1
27942	668	1
27942	772	1
27942	773	1
27946	2272	1
27946	4794	1
27946	8196	1
27946	775	1
27947	8212	1
27947	776	1
27948	6156	1
27948	13574	1
27948	13713	1
27948	777	1
27962	9402	1
27962	793	1
27962	794	1
27962	795	1
27964	796	1
27964	797	1
27967	804	1
27967	805	1
27967	806	1
27968	9728	1
27968	13773	1
27969	1694	1
27969	1695	1
27969	1947	1
27973	9303	1
27973	13031	1
27974	13029	1
27974	810	1
27975	5162	1
27975	5563	1
27975	811	1
27982	8365	1
27982	11703	1
27982	817	1
28001	3237	1
28001	12752	1
28001	836	1
28006	12862	1
28006	1	1
28006	9772	1
28006	9775	1
28006	13720	1
28006	500	1
28014	13469	1
28014	5877	1
28014	12907	1
28016	9730	1
28016	847	1
28018	7035	1
28018	7036	1
28018	9235	1
28019	849	1
28019	850	1
28021	8549	1
28021	851	1
28023	3237	1
28023	9692	1
28025	12307	1
28025	6580	1
28025	8088	1
28025	852	1
28025	853	1
28025	854	1
28031	12862	1
28031	9772	1
28031	9775	1
28033	13014	1
28033	13015	1
28033	857	1
28033	859	1
28034	7159	1
28034	12662	1
28036	7159	1
28036	12662	1
28036	5567	1
28037	9796	1
28037	13014	1
28037	13015	1
28038	14221	1
28038	1915	1
28038	2834	1
28038	6199	1
28038	6547	1
28038	10529	1
28038	12415	1
28038	13008	1
28043	14383	1
28043	14399	1
28043	14403	1
28047	7117	1
28047	49	1
28047	869	1
28047	870	1
28047	871	1
28048	9532	1
28048	872	1
28048	873	1
28048	874	1
28048	875	1
28051	9324	1
28051	877	1
28052	14198	1
28052	13713	1
28052	13820	1
28052	79	1
28053	12747	1
28053	12961	1
28053	13185	1
28053	100	1
28057	9205	1
28057	883	1
28057	884	1
28057	885	1
28062	9560	1
28062	891	1
28062	892	1
28065	827	1
28065	895	1
28065	896	1
28072	13614	1
28072	901	1
28072	902	1
28075	903	1
28075	904	1
28083	3300	1
28083	767	1
28084	8706	1
28084	14442	1
28084	915	1
28087	9742	1
28087	917	1
28090	5034	1
28090	767	1
28092	9394	1
28092	9395	1
28092	922	1
28093	3237	1
28093	5263	1
28093	7035	1
28093	7036	1
28093	9657	1
28095	13503	1
28095	10552	1
28095	923	1
28097	12444	1
28097	12445	1
28098	8802	1
28098	12728	1
28098	13828	1
28098	925	1
28101	3320	1
28101	13814	1
28101	308	1
28101	926	1
28101	927	1
28104	9759	1
28104	176	1
28104	929	1
28106	4057	1
28106	931	1
28106	932	1
